Precursor m/z,Fragment m/z,Fragment Intensity
"Precursor(Weight=536.800747, Charge=2)",103.05252075195312,87.17794
"Precursor(Weight=536.800747, Charge=2)",103.05611419677734,166.04762
"Precursor(Weight=536.800747, Charge=2)",107.76881408691406,39.336113
"Precursor(Weight=536.800747, Charge=2)",110.09728240966797,236.34695
"Precursor(Weight=536.800747, Charge=2)",110.11959838867188,10.240385
"Precursor(Weight=536.800747, Charge=2)",112.11151123046875,317.76315
"Precursor(Weight=536.800747, Charge=2)",112.1441879272461,13.675
"Precursor(Weight=536.800747, Charge=2)",114.05464172363281,34.183823
"Precursor(Weight=536.800747, Charge=2)",116.07198333740234,109.760056
"Precursor(Weight=536.800747, Charge=2)",121.08146667480469,234.30508
"Precursor(Weight=536.800747, Charge=2)",122.60816955566406,96.330696
"Precursor(Weight=536.800747, Charge=2)",125.86690521240234,42.640152
"Precursor(Weight=536.800747, Charge=2)",129.06459045410156,524.5283
"Precursor(Weight=536.800747, Charge=2)",129.10354614257812,73.10658
"Precursor(Weight=536.800747, Charge=2)",129.30841064453125,57.040585
"Precursor(Weight=536.800747, Charge=2)",130.0489044189453,600.15344
"Precursor(Weight=536.800747, Charge=2)",131.11572265625,216.24939
"Precursor(Weight=536.800747, Charge=2)",131.4090576171875,73.24008
"Precursor(Weight=536.800747, Charge=2)",134.0406494140625,139.86778
"Precursor(Weight=536.800747, Charge=2)",136.07757568359375,96.155174
"Precursor(Weight=536.800747, Charge=2)",140.06752014160156,267.63885
"Precursor(Weight=536.800747, Charge=2)",141.10162353515625,607.334
"Precursor(Weight=536.800747, Charge=2)",142.1205291748047,92.26651
"Precursor(Weight=536.800747, Charge=2)",147.07455444335938,175.78194
"Precursor(Weight=536.800747, Charge=2)",147.08091735839844,43.695515
"Precursor(Weight=536.800747, Charge=2)",148.0585479736328,130.5375
"Precursor(Weight=536.800747, Charge=2)",154.1621856689453,64.25798
"Precursor(Weight=536.800747, Charge=2)",155.08001708984375,137.39658
"Precursor(Weight=536.800747, Charge=2)",155.658935546875,100.121216
"Precursor(Weight=536.800747, Charge=2)",156.0996551513672,163.10406
"Precursor(Weight=536.800747, Charge=2)",157.1326141357422,1614.8591
"Precursor(Weight=536.800747, Charge=2)",161.35406494140625,14.375
"Precursor(Weight=536.800747, Charge=2)",167.07904052734375,132.75668
"Precursor(Weight=536.800747, Charge=2)",168.07638549804688,105.38281
"Precursor(Weight=536.800747, Charge=2)",168.24807739257812,91.45149
"Precursor(Weight=536.800747, Charge=2)",169.0918731689453,144.10417
"Precursor(Weight=536.800747, Charge=2)",169.12969970703125,94.46951
"Precursor(Weight=536.800747, Charge=2)",171.10971069335938,35.941177
"Precursor(Weight=536.800747, Charge=2)",175.0902099609375,48.061275
"Precursor(Weight=536.800747, Charge=2)",183.0738983154297,99.95066
"Precursor(Weight=536.800747, Charge=2)",183.11183166503906,1695.1718
"Precursor(Weight=536.800747, Charge=2)",185.0923309326172,264.55255
"Precursor(Weight=536.800747, Charge=2)",185.10302734375,46.173912
"Precursor(Weight=536.800747, Charge=2)",185.12722778320312,2444.1763
"Precursor(Weight=536.800747, Charge=2)",186.08802795410156,134.8764
"Precursor(Weight=536.800747, Charge=2)",186.12612915039062,50.160713
"Precursor(Weight=536.800747, Charge=2)",186.1327667236328,66.075
"Precursor(Weight=536.800747, Charge=2)",187.14248657226562,677.204
"Precursor(Weight=536.800747, Charge=2)",187.76596069335938,67.360954
"Precursor(Weight=536.800747, Charge=2)",189.0563201904297,55.38782
"Precursor(Weight=536.800747, Charge=2)",189.0885009765625,124.94157
"Precursor(Weight=536.800747, Charge=2)",189.1231231689453,26385.566
"Precursor(Weight=536.800747, Charge=2)",189.1754150390625,308.57733
"Precursor(Weight=536.800747, Charge=2)",189.1875457763672,35.55682
"Precursor(Weight=536.800747, Charge=2)",189.2797088623047,56.720238
"Precursor(Weight=536.800747, Charge=2)",189.30947875976562,60.5
"Precursor(Weight=536.800747, Charge=2)",189.4365234375,47.692307
"Precursor(Weight=536.800747, Charge=2)",189.6476287841797,12.5
"Precursor(Weight=536.800747, Charge=2)",189.7537841796875,31.058962
"Precursor(Weight=536.800747, Charge=2)",189.88291931152344,41.51613
"Precursor(Weight=536.800747, Charge=2)",189.91796875,103.02564
"Precursor(Weight=536.800747, Charge=2)",189.95559692382812,47.388157
"Precursor(Weight=536.800747, Charge=2)",190.01943969726562,92.115906
"Precursor(Weight=536.800747, Charge=2)",190.12583923339844,1037.2631
"Precursor(Weight=536.800747, Charge=2)",190.171630859375,39.490383
"Precursor(Weight=536.800747, Charge=2)",190.31556701660156,17.36111
"Precursor(Weight=536.800747, Charge=2)",190.4639892578125,14.008333
"Precursor(Weight=536.800747, Charge=2)",195.0753631591797,105.30769
"Precursor(Weight=536.800747, Charge=2)",197.12771606445312,720.9369
"Precursor(Weight=536.800747, Charge=2)",198.10643005371094,132.48051
"Precursor(Weight=536.800747, Charge=2)",201.08209228515625,112.00532
"Precursor(Weight=536.800747, Charge=2)",201.12330627441406,13079.951
"Precursor(Weight=536.800747, Charge=2)",201.3343048095703,40.4375
"Precursor(Weight=536.800747, Charge=2)",201.40725708007812,56.160713
"Precursor(Weight=536.800747, Charge=2)",201.7285614013672,60.023876
"Precursor(Weight=536.800747, Charge=2)",201.96168518066406,96.33142
"Precursor(Weight=536.800747, Charge=2)",202.06494140625,54.001404
"Precursor(Weight=536.800747, Charge=2)",202.12461853027344,1543.5065
"Precursor(Weight=536.800747, Charge=2)",202.1361541748047,15.75
"Precursor(Weight=536.800747, Charge=2)",202.15443420410156,97.35526
"Precursor(Weight=536.800747, Charge=2)",202.2840118408203,58.89423
"Precursor(Weight=536.800747, Charge=2)",202.95480346679688,59.07562
"Precursor(Weight=536.800747, Charge=2)",203.7240753173828,28.265625
"Precursor(Weight=536.800747, Charge=2)",205.0965576171875,92.11638
"Precursor(Weight=536.800747, Charge=2)",208.09446716308594,118.271126
"Precursor(Weight=536.800747, Charge=2)",211.1075897216797,1773.1971
"Precursor(Weight=536.800747, Charge=2)",211.14276123046875,177.04118
"Precursor(Weight=536.800747, Charge=2)",212.0686492919922,72.69551
"Precursor(Weight=536.800747, Charge=2)",212.103271484375,2705.456
"Precursor(Weight=536.800747, Charge=2)",213.08644104003906,351.6578
"Precursor(Weight=536.800747, Charge=2)",213.10565185546875,116.0708
"Precursor(Weight=536.800747, Charge=2)",213.1188507080078,95.6816
"Precursor(Weight=536.800747, Charge=2)",213.15625,126.52809
"Precursor(Weight=536.800747, Charge=2)",215.13816833496094,1419.9312
"Precursor(Weight=536.800747, Charge=2)",216.14166259765625,129.3698
"Precursor(Weight=536.800747, Charge=2)",217.8208465576172,15.208333
"Precursor(Weight=536.800747, Charge=2)",218.0831756591797,66.65441
"Precursor(Weight=536.800747, Charge=2)",222.1579132080078,19.032143
"Precursor(Weight=536.800747, Charge=2)",225.121826171875,170.6746
"Precursor(Weight=536.800747, Charge=2)",226.10360717773438,92.15
"Precursor(Weight=536.800747, Charge=2)",226.10946655273438,152.125
"Precursor(Weight=536.800747, Charge=2)",226.12562561035156,144.10127
"Precursor(Weight=536.800747, Charge=2)",227.13719177246094,212.73215
"Precursor(Weight=536.800747, Charge=2)",228.1371612548828,98.421875
"Precursor(Weight=536.800747, Charge=2)",229.1175079345703,8166.38
"Precursor(Weight=536.800747, Charge=2)",229.29739379882812,47.575
"Precursor(Weight=536.800747, Charge=2)",230.11428833007812,802.2606
"Precursor(Weight=536.800747, Charge=2)",230.12274169921875,85.454544
"Precursor(Weight=536.800747, Charge=2)",230.15370178222656,14.284091
"Precursor(Weight=536.800747, Charge=2)",230.6601104736328,135.46893
"Precursor(Weight=536.800747, Charge=2)",235.10519409179688,89.47059
"Precursor(Weight=536.800747, Charge=2)",242.1157989501953,79.71939
"Precursor(Weight=536.800747, Charge=2)",242.14871215820312,1174.53
"Precursor(Weight=536.800747, Charge=2)",243.1338348388672,4580.35
"Precursor(Weight=536.800747, Charge=2)",243.18051147460938,45.557693
"Precursor(Weight=536.800747, Charge=2)",243.19107055664062,10.75
"Precursor(Weight=536.800747, Charge=2)",244.13206481933594,102.07206
"Precursor(Weight=536.800747, Charge=2)",245.1146240234375,171.02083
"Precursor(Weight=536.800747, Charge=2)",246.14463806152344,1115.4128
"Precursor(Weight=536.800747, Charge=2)",247.07931518554688,100.521736
"Precursor(Weight=536.800747, Charge=2)",247.1410369873047,255.73665
"Precursor(Weight=536.800747, Charge=2)",248.12452697753906,163.01234
"Precursor(Weight=536.800747, Charge=2)",251.1337127685547,261.21585
"Precursor(Weight=536.800747, Charge=2)",252.128173828125,122.09758
"Precursor(Weight=536.800747, Charge=2)",252.13870239257812,193.44946
"Precursor(Weight=536.800747, Charge=2)",253.13473510742188,89.92857
"Precursor(Weight=536.800747, Charge=2)",253.1904754638672,156.13171
"Precursor(Weight=536.800747, Charge=2)",254.14988708496094,340.90317
"Precursor(Weight=536.800747, Charge=2)",257.1163635253906,91.6875
"Precursor(Weight=536.800747, Charge=2)",258.10595703125,202.17577
"Precursor(Weight=536.800747, Charge=2)",259.11016845703125,97.37318
"Precursor(Weight=536.800747, Charge=2)",259.13037109375,78.35539
"Precursor(Weight=536.800747, Charge=2)",260.1580810546875,163.33
"Precursor(Weight=536.800747, Charge=2)",262.3218078613281,14.011364
"Precursor(Weight=536.800747, Charge=2)",262.48486328125,24.642857
"Precursor(Weight=536.800747, Charge=2)",266.1363525390625,70.13385
"Precursor(Weight=536.800747, Charge=2)",266.1465759277344,180.65442
"Precursor(Weight=536.800747, Charge=2)",268.16436767578125,148.90948
"Precursor(Weight=536.800747, Charge=2)",269.17425537109375,73.61184
"Precursor(Weight=536.800747, Charge=2)",269.185791015625,72.760056
"Precursor(Weight=536.800747, Charge=2)",272.0802001953125,105.367805
"Precursor(Weight=536.800747, Charge=2)",279.1819763183594,115.336624
"Precursor(Weight=536.800747, Charge=2)",280.0460205078125,49.69
"Precursor(Weight=536.800747, Charge=2)",280.13031005859375,75.34627
"Precursor(Weight=536.800747, Charge=2)",280.154052734375,224.4504
"Precursor(Weight=536.800747, Charge=2)",280.1644592285156,214.368
"Precursor(Weight=536.800747, Charge=2)",281.0459899902344,167.62375
"Precursor(Weight=536.800747, Charge=2)",281.1464538574219,125.47935
"Precursor(Weight=536.800747, Charge=2)",282.1443786621094,352.5495
"Precursor(Weight=536.800747, Charge=2)",282.1807556152344,136.63934
"Precursor(Weight=536.800747, Charge=2)",284.1426696777344,104.00126
"Precursor(Weight=536.800747, Charge=2)",284.19146728515625,105.025
"Precursor(Weight=536.800747, Charge=2)",284.1993408203125,200.78479
"Precursor(Weight=536.800747, Charge=2)",286.1374816894531,120.976746
"Precursor(Weight=536.800747, Charge=2)",286.1503601074219,176.24692
"Precursor(Weight=536.800747, Charge=2)",286.17523193359375,1997.3389
"Precursor(Weight=536.800747, Charge=2)",286.65936279296875,258.48386
"Precursor(Weight=536.800747, Charge=2)",287.1741638183594,112.225
"Precursor(Weight=536.800747, Charge=2)",294.145751953125,166.10587
"Precursor(Weight=536.800747, Charge=2)",295.12725830078125,156.68906
"Precursor(Weight=536.800747, Charge=2)",295.98956298828125,33.34722
"Precursor(Weight=536.800747, Charge=2)",297.1809997558594,132.428
"Precursor(Weight=536.800747, Charge=2)",297.19384765625,85.62963
"Precursor(Weight=536.800747, Charge=2)",298.15191650390625,46.541668
"Precursor(Weight=536.800747, Charge=2)",298.1802978515625,196.605
"Precursor(Weight=536.800747, Charge=2)",298.20953369140625,370.12155
"Precursor(Weight=536.800747, Charge=2)",298.21844482421875,36.066666
"Precursor(Weight=536.800747, Charge=2)",299.15179443359375,87.5
"Precursor(Weight=536.800747, Charge=2)",299.1628112792969,76.25521
"Precursor(Weight=536.800747, Charge=2)",299.1737365722656,107.10811
"Precursor(Weight=536.800747, Charge=2)",300.156005859375,2772.504
"Precursor(Weight=536.800747, Charge=2)",300.20391845703125,10.102273
"Precursor(Weight=536.800747, Charge=2)",300.2300109863281,13.25
"Precursor(Weight=536.800747, Charge=2)",301.0966796875,71.75
"Precursor(Weight=536.800747, Charge=2)",301.1565246582031,100.04327
"Precursor(Weight=536.800747, Charge=2)",303.2022399902344,208.98349
"Precursor(Weight=536.800747, Charge=2)",306.18597412109375,103.125
"Precursor(Weight=536.800747, Charge=2)",308.16046142578125,883.101
"Precursor(Weight=536.800747, Charge=2)",308.3793029785156,29.125
"Precursor(Weight=536.800747, Charge=2)",309.1612548828125,60.898937
"Precursor(Weight=536.800747, Charge=2)",311.17352294921875,210.50343
"Precursor(Weight=536.800747, Charge=2)",312.1524353027344,647.39307
"Precursor(Weight=536.800747, Charge=2)",313.16064453125,171.17253
"Precursor(Weight=536.800747, Charge=2)",314.1255187988281,118.27533
"Precursor(Weight=536.800747, Charge=2)",314.16961669921875,3342.2273
"Precursor(Weight=536.800747, Charge=2)",314.20562744140625,359.02478
"Precursor(Weight=536.800747, Charge=2)",315.1730651855469,699.2313
"Precursor(Weight=536.800747, Charge=2)",315.2095642089844,67.57143
"Precursor(Weight=536.800747, Charge=2)",316.4115905761719,80.15648
"Precursor(Weight=536.800747, Charge=2)",317.0370788574219,38.284092
"Precursor(Weight=536.800747, Charge=2)",318.122802734375,108.45753
"Precursor(Weight=536.800747, Charge=2)",318.1653747558594,1889.2776
"Precursor(Weight=536.800747, Charge=2)",318.2457580566406,64.90131
"Precursor(Weight=536.800747, Charge=2)",319.16339111328125,88.00431
"Precursor(Weight=536.800747, Charge=2)",319.17431640625,96.0
"Precursor(Weight=536.800747, Charge=2)",320.1246337890625,62.882355
"Precursor(Weight=536.800747, Charge=2)",321.193603515625,73.14082
"Precursor(Weight=536.800747, Charge=2)",321.6759338378906,393.6223
"Precursor(Weight=536.800747, Charge=2)",325.1614074707031,59.889706
"Precursor(Weight=536.800747, Charge=2)",325.1827697753906,962.68805
"Precursor(Weight=536.800747, Charge=2)",325.7763977050781,61.323277
"Precursor(Weight=536.800747, Charge=2)",326.1719055175781,350.10248
"Precursor(Weight=536.800747, Charge=2)",327.16412353515625,212.3536
"Precursor(Weight=536.800747, Charge=2)",328.1825866699219,125.89893
"Precursor(Weight=536.800747, Charge=2)",328.21636962890625,129.97246
"Precursor(Weight=536.800747, Charge=2)",328.95916748046875,39.333332
"Precursor(Weight=536.800747, Charge=2)",329.17633056640625,283.6961
"Precursor(Weight=536.800747, Charge=2)",329.1856994628906,40.16532
"Precursor(Weight=536.800747, Charge=2)",330.16375732421875,400.9057
"Precursor(Weight=536.800747, Charge=2)",331.1705627441406,93.664154
"Precursor(Weight=536.800747, Charge=2)",337.6936950683594,49.02744
"Precursor(Weight=536.800747, Charge=2)",338.14166259765625,71.326614
"Precursor(Weight=536.800747, Charge=2)",339.1637878417969,285.55884
"Precursor(Weight=536.800747, Charge=2)",340.1466369628906,272.60898
"Precursor(Weight=536.800747, Charge=2)",340.1661071777344,97.02778
"Precursor(Weight=536.800747, Charge=2)",341.2176208496094,175.08163
"Precursor(Weight=536.800747, Charge=2)",342.2033386230469,1016.3494
"Precursor(Weight=536.800747, Charge=2)",342.7297058105469,75.30907
"Precursor(Weight=536.800747, Charge=2)",343.1863098144531,18.918478
"Precursor(Weight=536.800747, Charge=2)",343.1969909667969,1036.6321
"Precursor(Weight=536.800747, Charge=2)",344.1458740234375,67.734695
"Precursor(Weight=536.800747, Charge=2)",345.3492431640625,22.961956
"Precursor(Weight=536.800747, Charge=2)",346.2076416015625,256.43066
"Precursor(Weight=536.800747, Charge=2)",347.1914978027344,98.41428
"Precursor(Weight=536.800747, Charge=2)",353.1812744140625,251.2799
"Precursor(Weight=536.800747, Charge=2)",353.2503662109375,215.875
"Precursor(Weight=536.800747, Charge=2)",353.259521484375,167.30194
"Precursor(Weight=536.800747, Charge=2)",355.7044372558594,90.61799
"Precursor(Weight=536.800747, Charge=2)",357.17529296875,3275.896
"Precursor(Weight=536.800747, Charge=2)",357.3129577636719,59.302418
"Precursor(Weight=536.800747, Charge=2)",357.6663818359375,61.440067
"Precursor(Weight=536.800747, Charge=2)",358.167236328125,102.0
"Precursor(Weight=536.800747, Charge=2)",358.1780700683594,942.19543
"Precursor(Weight=536.800747, Charge=2)",358.193603515625,31.306818
"Precursor(Weight=536.800747, Charge=2)",359.2198791503906,89.23077
"Precursor(Weight=536.800747, Charge=2)",364.7680969238281,281.39517
"Precursor(Weight=536.800747, Charge=2)",367.2310791015625,306.89392
"Precursor(Weight=536.800747, Charge=2)",368.2230224609375,124.90323
"Precursor(Weight=536.800747, Charge=2)",369.007080078125,51.740944
"Precursor(Weight=536.800747, Charge=2)",369.2137756347656,164.00067
"Precursor(Weight=536.800747, Charge=2)",369.70849609375,103.42105
"Precursor(Weight=536.800747, Charge=2)",370.2051086425781,165.21907
"Precursor(Weight=536.800747, Charge=2)",371.1888427734375,211.17148
"Precursor(Weight=536.800747, Charge=2)",371.2600402832031,74.88971
"Precursor(Weight=536.800747, Charge=2)",372.16046142578125,42.020832
"Precursor(Weight=536.800747, Charge=2)",372.1972961425781,363.73694
"Precursor(Weight=536.800747, Charge=2)",377.1800842285156,94.03846
"Precursor(Weight=536.800747, Charge=2)",378.21807861328125,595.92847
"Precursor(Weight=536.800747, Charge=2)",378.7174987792969,516.32886
"Precursor(Weight=536.800747, Charge=2)",379.19818115234375,355.61142
"Precursor(Weight=536.800747, Charge=2)",379.6634826660156,35.002453
"Precursor(Weight=536.800747, Charge=2)",380.1372985839844,82.37209
"Precursor(Weight=536.800747, Charge=2)",380.19830322265625,91.10783
"Precursor(Weight=536.800747, Charge=2)",380.21954345703125,85.097565
"Precursor(Weight=536.800747, Charge=2)",381.250732421875,449.68304
"Precursor(Weight=536.800747, Charge=2)",382.224853515625,160.9704
"Precursor(Weight=536.800747, Charge=2)",383.1551208496094,81.89474
"Precursor(Weight=536.800747, Charge=2)",383.1923522949219,880.9437
"Precursor(Weight=536.800747, Charge=2)",384.1918640136719,346.18262
"Precursor(Weight=536.800747, Charge=2)",385.23480224609375,161.91017
"Precursor(Weight=536.800747, Charge=2)",385.2464294433594,249.0989
"Precursor(Weight=536.800747, Charge=2)",386.1466369628906,71.085106
"Precursor(Weight=536.800747, Charge=2)",386.1780700683594,58.4
"Precursor(Weight=536.800747, Charge=2)",391.5391540527344,53.775944
"Precursor(Weight=536.800747, Charge=2)",394.2284240722656,197.2802
"Precursor(Weight=536.800747, Charge=2)",395.2230224609375,315.71597
"Precursor(Weight=536.800747, Charge=2)",396.2171630859375,117.878784
"Precursor(Weight=536.800747, Charge=2)",396.2303161621094,206.66139
"Precursor(Weight=536.800747, Charge=2)",397.1542053222656,108.909485
"Precursor(Weight=536.800747, Charge=2)",397.2078552246094,1017.63965
"Precursor(Weight=536.800747, Charge=2)",397.23046875,625.7494
"Precursor(Weight=536.800747, Charge=2)",398.1640625,138.06584
"Precursor(Weight=536.800747, Charge=2)",398.2131652832031,612.5695
"Precursor(Weight=536.800747, Charge=2)",398.2424621582031,65.47074
"Precursor(Weight=536.800747, Charge=2)",399.258544921875,831.60803
"Precursor(Weight=536.800747, Charge=2)",400.2663269042969,192.87094
"Precursor(Weight=536.800747, Charge=2)",401.199462890625,442.78552
"Precursor(Weight=536.800747, Charge=2)",402.20489501953125,88.45192
"Precursor(Weight=536.800747, Charge=2)",402.2507629394531,129.97282
"Precursor(Weight=536.800747, Charge=2)",404.1879577636719,157.66394
"Precursor(Weight=536.800747, Charge=2)",405.1651916503906,99.19531
"Precursor(Weight=536.800747, Charge=2)",405.17926025390625,88.85965
"Precursor(Weight=536.800747, Charge=2)",406.71697998046875,161.58
"Precursor(Weight=536.800747, Charge=2)",408.20379638671875,254.39255
"Precursor(Weight=536.800747, Charge=2)",409.24468994140625,232.30107
"Precursor(Weight=536.800747, Charge=2)",409.2779846191406,158.6
"Precursor(Weight=536.800747, Charge=2)",410.2045593261719,103.228676
"Precursor(Weight=536.800747, Charge=2)",410.24945068359375,29.066177
"Precursor(Weight=536.800747, Charge=2)",411.18487548828125,52.100807
"Precursor(Weight=536.800747, Charge=2)",411.2614440917969,176.7257
"Precursor(Weight=536.800747, Charge=2)",412.1829528808594,132.44595
"Precursor(Weight=536.800747, Charge=2)",412.2101745605469,251.17062
"Precursor(Weight=536.800747, Charge=2)",412.2652587890625,91.64831
"Precursor(Weight=536.800747, Charge=2)",413.24078369140625,2155.8726
"Precursor(Weight=536.800747, Charge=2)",413.296142578125,10.066176
"Precursor(Weight=536.800747, Charge=2)",414.1920166015625,374.82098
"Precursor(Weight=536.800747, Charge=2)",414.2325439453125,1178.1644
"Precursor(Weight=536.800747, Charge=2)",415.1577453613281,99.79931
"Precursor(Weight=536.800747, Charge=2)",415.2177429199219,453.71542
"Precursor(Weight=536.800747, Charge=2)",415.2378234863281,37.00357
"Precursor(Weight=536.800747, Charge=2)",415.2490539550781,64.07206
"Precursor(Weight=536.800747, Charge=2)",416.2438049316406,57.55577
"Precursor(Weight=536.800747, Charge=2)",418.2311706542969,51.57857
"Precursor(Weight=536.800747, Charge=2)",419.73223876953125,85.00961
"Precursor(Weight=536.800747, Charge=2)",419.74822998046875,213.88895
"Precursor(Weight=536.800747, Charge=2)",421.23846435546875,357.54755
"Precursor(Weight=536.800747, Charge=2)",421.2499084472656,89.89893
"Precursor(Weight=536.800747, Charge=2)",422.2010192871094,108.223785
"Precursor(Weight=536.800747, Charge=2)",422.73681640625,174.03358
"Precursor(Weight=536.800747, Charge=2)",423.1866760253906,598.86566
"Precursor(Weight=536.800747, Charge=2)",424.25927734375,99.28837
"Precursor(Weight=536.800747, Charge=2)",424.7302551269531,156.245
"Precursor(Weight=536.800747, Charge=2)",425.237060546875,1210.2971
"Precursor(Weight=536.800747, Charge=2)",425.24920654296875,25.025
"Precursor(Weight=536.800747, Charge=2)",426.24005126953125,166.12503
"Precursor(Weight=536.800747, Charge=2)",427.2534484863281,953.0709
"Precursor(Weight=536.800747, Charge=2)",428.0939025878906,35.737244
"Precursor(Weight=536.800747, Charge=2)",428.19268798828125,111.46261
"Precursor(Weight=536.800747, Charge=2)",428.2598876953125,269.563
"Precursor(Weight=536.800747, Charge=2)",428.73504638671875,151.61142
"Precursor(Weight=536.800747, Charge=2)",429.1965637207031,246.73474
"Precursor(Weight=536.800747, Charge=2)",429.286376953125,69.78409
"Precursor(Weight=536.800747, Charge=2)",430.1986389160156,125.28928
"Precursor(Weight=536.800747, Charge=2)",430.21160888671875,15.482142
"Precursor(Weight=536.800747, Charge=2)",430.2311096191406,82.33796
"Precursor(Weight=536.800747, Charge=2)",431.2183532714844,201.01042
"Precursor(Weight=536.800747, Charge=2)",431.24578857421875,802.39435
"Precursor(Weight=536.800747, Charge=2)",431.26177978515625,159.48706
"Precursor(Weight=536.800747, Charge=2)",432.1769714355469,39.336113
"Precursor(Weight=536.800747, Charge=2)",432.2492980957031,275.25818
"Precursor(Weight=536.800747, Charge=2)",433.695556640625,57.857143
"Precursor(Weight=536.800747, Charge=2)",433.7335510253906,247.28903
"Precursor(Weight=536.800747, Charge=2)",433.7544860839844,176.0421
"Precursor(Weight=536.800747, Charge=2)",434.2426452636719,49.185608
"Precursor(Weight=536.800747, Charge=2)",434.7314758300781,52.53125
"Precursor(Weight=536.800747, Charge=2)",438.24169921875,71.6875
"Precursor(Weight=536.800747, Charge=2)",438.26458740234375,321.29156
"Precursor(Weight=536.800747, Charge=2)",438.8367004394531,18.0
"Precursor(Weight=536.800747, Charge=2)",439.24786376953125,143.4903
"Precursor(Weight=536.800747, Charge=2)",439.2696838378906,58.8
"Precursor(Weight=536.800747, Charge=2)",440.2124328613281,5137.575
"Precursor(Weight=536.800747, Charge=2)",440.6312255859375,24.446428
"Precursor(Weight=536.800747, Charge=2)",441.197998046875,350.36118
"Precursor(Weight=536.800747, Charge=2)",441.21478271484375,664.9937
"Precursor(Weight=536.800747, Charge=2)",441.22772216796875,59.892857
"Precursor(Weight=536.800747, Charge=2)",442.18023681640625,86.85951
"Precursor(Weight=536.800747, Charge=2)",442.2244873046875,61.56514
"Precursor(Weight=536.800747, Charge=2)",442.26055908203125,93.091415
"Precursor(Weight=536.800747, Charge=2)",442.736328125,1660.1191
"Precursor(Weight=536.800747, Charge=2)",443.107666015625,59.455807
"Precursor(Weight=536.800747, Charge=2)",443.2263488769531,132.30882
"Precursor(Weight=536.800747, Charge=2)",443.24053955078125,697.78345
"Precursor(Weight=536.800747, Charge=2)",443.5701904296875,966.0
"Precursor(Weight=536.800747, Charge=2)",443.64459228515625,23.556818
"Precursor(Weight=536.800747, Charge=2)",444.25140380859375,154.29301
"Precursor(Weight=536.800747, Charge=2)",446.7538757324219,80.31373
"Precursor(Weight=536.800747, Charge=2)",448.1791687011719,12.102273
"Precursor(Weight=536.800747, Charge=2)",448.2476501464844,118.90811
"Precursor(Weight=536.800747, Charge=2)",450.27020263671875,126.125
"Precursor(Weight=536.800747, Charge=2)",453.22247314453125,161.94392
"Precursor(Weight=536.800747, Charge=2)",453.24737548828125,124.61539
"Precursor(Weight=536.800747, Charge=2)",454.251953125,95.61516
"Precursor(Weight=536.800747, Charge=2)",455.28179931640625,64.075615
"Precursor(Weight=536.800747, Charge=2)",456.2374267578125,102.80625
"Precursor(Weight=536.800747, Charge=2)",456.2802429199219,467.05112
"Precursor(Weight=536.800747, Charge=2)",456.32916259765625,11.0625
"Precursor(Weight=536.800747, Charge=2)",456.56005859375,135.67822
"Precursor(Weight=536.800747, Charge=2)",456.7147216796875,56.19512
"Precursor(Weight=536.800747, Charge=2)",457.2076721191406,180.91359
"Precursor(Weight=536.800747, Charge=2)",457.2277526855469,125.266304
"Precursor(Weight=536.800747, Charge=2)",457.2636413574219,185.086
"Precursor(Weight=536.800747, Charge=2)",458.2235412597656,4429.0786
"Precursor(Weight=536.800747, Charge=2)",458.262451171875,29.157051
"Precursor(Weight=536.800747, Charge=2)",458.7834777832031,39.272728
"Precursor(Weight=536.800747, Charge=2)",459.2051086425781,67.256355
"Precursor(Weight=536.800747, Charge=2)",459.226318359375,578.09076
"Precursor(Weight=536.800747, Charge=2)",459.2400207519531,14.875
"Precursor(Weight=536.800747, Charge=2)",460.2095031738281,60.248077
"Precursor(Weight=536.800747, Charge=2)",460.2658996582031,107.03516
"Precursor(Weight=536.800747, Charge=2)",462.5592041015625,49.100353
"Precursor(Weight=536.800747, Charge=2)",462.96881103515625,14.008333
"Precursor(Weight=536.800747, Charge=2)",464.2804260253906,62.016304
"Precursor(Weight=536.800747, Charge=2)",464.3945007324219,22.445
"Precursor(Weight=536.800747, Charge=2)",465.27911376953125,84.40346
"Precursor(Weight=536.800747, Charge=2)",466.2281494140625,203.17781
"Precursor(Weight=536.800747, Charge=2)",466.26434326171875,256.87103
"Precursor(Weight=536.800747, Charge=2)",467.2528381347656,122.07766
"Precursor(Weight=536.800747, Charge=2)",468.2023010253906,243.25385
"Precursor(Weight=536.800747, Charge=2)",468.2767639160156,165.00093
"Precursor(Weight=536.800747, Charge=2)",468.29010009765625,40.020454
"Precursor(Weight=536.800747, Charge=2)",468.3069763183594,122.96005
"Precursor(Weight=536.800747, Charge=2)",469.1860656738281,68.00119
"Precursor(Weight=536.800747, Charge=2)",469.259521484375,300.41138
"Precursor(Weight=536.800747, Charge=2)",470.1967468261719,88.75849
"Precursor(Weight=536.800747, Charge=2)",470.22711181640625,136.1293
"Precursor(Weight=536.800747, Charge=2)",470.2605285644531,202.8595
"Precursor(Weight=536.800747, Charge=2)",471.23712158203125,107.125
"Precursor(Weight=536.800747, Charge=2)",471.2640380859375,105.335
"Precursor(Weight=536.800747, Charge=2)",473.2419738769531,23.272728
"Precursor(Weight=536.800747, Charge=2)",475.2537536621094,66.93829
"Precursor(Weight=536.800747, Charge=2)",476.2119445800781,112.34569
